Id,Address_Country,OrderDate,Description
15685,,2015-12-18T00:00:00,2
15686,Australia,2015-12-18T00:00:00,3
15687,Austria,2015-12-18T00:00:00,4
15688,,2015-12-18T00:00:00,5
15689,Cyprus,2015-12-18T00:00:00,6
15690,,2015-12-18T00:00:00,7
15691,,2015-12-18T00:00:00,8
15692,,2015-12-18T00:00:00,9
15693,,2015-12-18T00:00:00,10
15694,,2015-12-18T00:00:00,11
15695,,2015-12-18T00:00:00,12
15696,Portugal,2015-12-18T00:00:00,13
15697,,2015-12-18T00:00:00,14
15698,,2015-12-18T00:00:00,15
15699,Denmark,2015-12-18T00:00:00,16
15700,Netherlands,2015-12-18T00:00:00,17
15701,,2015-12-18T00:00:00,18
15702,,2015-12-18T00:00:00,19
15703,,2015-12-18T00:00:00,20
15704,EIRE,2015-12-18T00:00:00,21
15705,,2015-12-18T00:00:00,22
15706,,2015-12-18T00:00:00,23
15707,,2015-12-18T00:00:00,24
15708,Spain,2015-12-18T00:00:00,25
15709,Italy,2015-12-18T00:00:00,26
15710,,2015-12-18T00:00:00,27
15711,,2015-12-18T00:00:00,28
15712,Finland,2015-12-18T00:00:00,29
15713,France,2015-12-18T00:00:00,30
15714,Switzerland,2015-12-18T00:00:00,31
15715,,2015-12-18T00:00:00,32
15716,United States,2015-12-18T00:00:00,33
15717,Germany,2015-12-18T00:00:00,34
15718,,2015-12-18T00:00:00,35
15719,Sweden,2015-12-18T00:00:00,36
15720,Norway,2015-12-18T00:00:00,37
15721,United Kingdom,2015-12-18T00:00:00,38
15722,,2015-12-18T00:00:00,39
15723,Poland,2015-12-18T00:00:00,40
15724,,2015-12-18T00:00:00,41
15725,Japan,2015-12-18T00:00:00,42
15726,,2015-12-18T00:00:00,43
15727,,2015-12-18T00:00:00,44
15728,,2015-12-18T00:00:00,45
15729,,2015-12-19T00:00:00,1
15730,,2015-12-19T00:00:00,2
15731,Australia,2015-12-19T00:00:00,3
15732,Austria,2015-12-19T00:00:00,4
15733,,2015-12-19T00:00:00,5
15734,Cyprus,2015-12-19T00:00:00,6
15735,,2015-12-19T00:00:00,7
15736,,2015-12-19T00:00:00,8
15737,,2015-12-19T00:00:00,9
15738,,2015-12-19T00:00:00,10
15739,,2015-12-19T00:00:00,11
15740,,2015-12-19T00:00:00,12
15741,Portugal,2015-12-19T00:00:00,13
15742,,2015-12-19T00:00:00,14
15743,,2015-12-19T00:00:00,15
15744,Denmark,2015-12-19T00:00:00,16
15745,Netherlands,2015-12-19T00:00:00,17
15746,,2015-12-19T00:00:00,18
15747,,2015-12-19T00:00:00,19
15748,,2015-12-19T00:00:00,20
15749,EIRE,2015-12-19T00:00:00,21
15750,,2015-12-19T00:00:00,22
15751,,2015-12-19T00:00:00,23
15752,,2015-12-19T00:00:00,24
15753,Spain,2015-12-19T00:00:00,25
15754,Italy,2015-12-19T00:00:00,26
15755,,2015-12-19T00:00:00,27
15756,,2015-12-19T00:00:00,28
15757,Finland,2015-12-19T00:00:00,29
15758,France,2015-12-19T00:00:00,30
15759,Switzerland,2015-12-19T00:00:00,31
15760,,2015-12-19T00:00:00,32
15761,United States,2015-12-19T00:00:00,33
15762,Germany,2015-12-19T00:00:00,34
15763,,2015-12-19T00:00:00,35
15764,Sweden,2015-12-19T00:00:00,36
15765,Norway,2015-12-19T00:00:00,37
15766,United Kingdom,2015-12-19T00:00:00,38
15767,,2015-12-19T00:00:00,39
15768,Poland,2015-12-19T00:00:00,40
15769,,2015-12-19T00:00:00,41
15770,Japan,2015-12-19T00:00:00,42
15771,,2015-12-19T00:00:00,43
15772,,2015-12-19T00:00:00,44
15773,,2015-12-19T00:00:00,45
15774,,2015-12-20T00:00:00,1
15775,,2015-12-20T00:00:00,2
15776,Australia,2015-12-20T00:00:00,3
15777,Austria,2015-12-20T00:00:00,4
15778,,2015-12-20T00:00:00,5
15779,Cyprus,2015-12-20T00:00:00,6
15780,,2015-12-20T00:00:00,7
15781,,2015-12-20T00:00:00,8
15782,,2015-12-20T00:00:00,9
15783,,2015-12-20T00:00:00,10
15784,,2015-12-20T00:00:00,11
15785,,2015-12-20T00:00:00,12
15786,Portugal,2015-12-20T00:00:00,13
15787,,2015-12-20T00:00:00,14
15788,,2015-12-20T00:00:00,15
15789,Denmark,2015-12-20T00:00:00,16
15790,Netherlands,2015-12-20T00:00:00,17
15791,,2015-12-20T00:00:00,18
15792,,2015-12-20T00:00:00,19
15793,,2015-12-20T00:00:00,20
15794,EIRE,2015-12-20T00:00:00,21
15795,,2015-12-20T00:00:00,22
15796,,2015-12-20T00:00:00,23
15797,,2015-12-20T00:00:00,24
15798,Spain,2015-12-20T00:00:00,25
15799,Italy,2015-12-20T00:00:00,26
15800,,2015-12-20T00:00:00,27
15801,,2015-12-20T00:00:00,28
15802,Finland,2015-12-20T00:00:00,29
15803,France,2015-12-20T00:00:00,30
15804,Switzerland,2015-12-20T00:00:00,31
15805,,2015-12-20T00:00:00,32
15806,United States,2015-12-20T00:00:00,33
15807,Germany,2015-12-20T00:00:00,34
15808,,2015-12-20T00:00:00,35
15809,Sweden,2015-12-20T00:00:00,36
15810,Norway,2015-12-20T00:00:00,37
15811,United Kingdom,2015-12-20T00:00:00,38
15812,,2015-12-20T00:00:00,39
15813,Poland,2015-12-20T00:00:00,40
15814,,2015-12-20T00:00:00,41
15815,Japan,2015-12-20T00:00:00,42
15816,,2015-12-20T00:00:00,43
15817,,2015-12-20T00:00:00,44
15818,,2015-12-20T00:00:00,45
15819,,2015-12-21T00:00:00,1
15820,,2015-12-21T00:00:00,2
15821,Australia,2015-12-21T00:00:00,3
15822,Austria,2015-12-21T00:00:00,4
15823,,2015-12-21T00:00:00,5
15824,Cyprus,2015-12-21T00:00:00,6
15825,,2015-12-21T00:00:00,7
15826,,2015-12-21T00:00:00,8
15827,,2015-12-21T00:00:00,9
15828,,2015-12-21T00:00:00,10
15829,,2015-12-21T00:00:00,11
15830,,2015-12-21T00:00:00,12
15831,Portugal,2015-12-21T00:00:00,13
15832,,2015-12-21T00:00:00,14
15833,,2015-12-21T00:00:00,15
15834,Denmark,2015-12-21T00:00:00,16
15835,Netherlands,2015-12-21T00:00:00,17
15836,,2015-12-21T00:00:00,18
15837,,2015-12-21T00:00:00,19
15838,,2015-12-21T00:00:00,20
15839,EIRE,2015-12-21T00:00:00,21
15840,,2015-12-21T00:00:00,22
15841,,2015-12-21T00:00:00,23
15842,,2015-12-21T00:00:00,24
15843,Spain,2015-12-21T00:00:00,25
15844,Italy,2015-12-21T00:00:00,26
15845,,2015-12-21T00:00:00,27
15846,,2015-12-21T00:00:00,28
15847,Finland,2015-12-21T00:00:00,29
15848,France,2015-12-21T00:00:00,30
15849,Switzerland,2015-12-21T00:00:00,31
15850,,2015-12-21T00:00:00,32
15851,United States,2015-12-21T00:00:00,33
15852,Germany,2015-12-21T00:00:00,34
15853,,2015-12-21T00:00:00,35
15854,Sweden,2015-12-21T00:00:00,36
15855,Norway,2015-12-21T00:00:00,37
15856,United Kingdom,2015-12-21T00:00:00,38
15857,,2015-12-21T00:00:00,39
15858,Poland,2015-12-21T00:00:00,40
15859,,2015-12-21T00:00:00,41
15860,Japan,2015-12-21T00:00:00,42
15861,,2015-12-21T00:00:00,43
15862,,2015-12-21T00:00:00,44
15863,,2015-12-21T00:00:00,45
15864,,2015-12-22T00:00:00,1
15865,,2015-12-22T00:00:00,2
15866,Australia,2015-12-22T00:00:00,3
15867,Austria,2015-12-22T00:00:00,4
15868,,2015-12-22T00:00:00,5
15869,Cyprus,2015-12-22T00:00:00,6
15870,,2015-12-22T00:00:00,7
15871,,2015-12-22T00:00:00,8
15872,,2015-12-22T00:00:00,9
15873,,2015-12-22T00:00:00,10
15874,,2015-12-22T00:00:00,11
15875,,2015-12-22T00:00:00,12
15876,Portugal,2015-12-22T00:00:00,13
15877,,2015-12-22T00:00:00,14
15878,,2015-12-22T00:00:00,15
15879,Denmark,2015-12-22T00:00:00,16
15880,Netherlands,2015-12-22T00:00:00,17
15881,,2015-12-22T00:00:00,18
15882,,2015-12-22T00:00:00,19
15883,,2015-12-22T00:00:00,20
15884,EIRE,2015-12-22T00:00:00,21
15885,,2015-12-22T00:00:00,22
15886,,2015-12-22T00:00:00,23
15887,,2015-12-22T00:00:00,24
15888,Spain,2015-12-22T00:00:00,25
15889,Italy,2015-12-22T00:00:00,26
15890,,2015-12-22T00:00:00,27
15891,,2015-12-22T00:00:00,28
15892,Finland,2015-12-22T00:00:00,29
15893,France,2015-12-22T00:00:00,30
15894,Switzerland,2015-12-22T00:00:00,31
15895,,2015-12-22T00:00:00,32
15896,United States,2015-12-22T00:00:00,33
15897,Germany,2015-12-22T00:00:00,34
15898,,2015-12-22T00:00:00,35
15899,Sweden,2015-12-22T00:00:00,36
15900,Norway,2015-12-22T00:00:00,37
15901,United Kingdom,2015-12-22T00:00:00,38
15902,,2015-12-22T00:00:00,39
15903,Poland,2015-12-22T00:00:00,40
15904,,2015-12-22T00:00:00,41
15905,Japan,2015-12-22T00:00:00,42
15906,,2015-12-22T00:00:00,43
15907,,2015-12-22T00:00:00,44
15908,,2015-12-22T00:00:00,45
15909,,2015-12-23T00:00:00,1
15910,,2015-12-23T00:00:00,2
15911,Australia,2015-12-23T00:00:00,3
15912,Austria,2015-12-23T00:00:00,4
15913,,2015-12-23T00:00:00,5
15914,Cyprus,2015-12-23T00:00:00,6
15915,,2015-12-23T00:00:00,7
15916,,2015-12-23T00:00:00,8
15917,,2015-12-23T00:00:00,9
15918,,2015-12-23T00:00:00,10
15919,,2015-12-23T00:00:00,11
15920,,2015-12-23T00:00:00,12
15921,Portugal,2015-12-23T00:00:00,13
15922,,2015-12-23T00:00:00,14
15923,,2015-12-23T00:00:00,15
15924,Denmark,2015-12-23T00:00:00,16
15925,Netherlands,2015-12-23T00:00:00,17
15926,,2015-12-23T00:00:00,18
15927,,2015-12-23T00:00:00,19
15928,,2015-12-23T00:00:00,20
15929,EIRE,2015-12-23T00:00:00,21
15930,,2015-12-23T00:00:00,22
15931,,2015-12-23T00:00:00,23
15932,,2015-12-23T00:00:00,24
15933,Spain,2015-12-23T00:00:00,25
15934,Italy,2015-12-23T00:00:00,26
15935,,2015-12-23T00:00:00,27
15936,,2015-12-23T00:00:00,28
15937,Finland,2015-12-23T00:00:00,29
15938,France,2015-12-23T00:00:00,30
15939,Switzerland,2015-12-23T00:00:00,31
15940,,2015-12-23T00:00:00,32
15941,United States,2015-12-23T00:00:00,33
15942,Germany,2015-12-23T00:00:00,34
15943,,2015-12-23T00:00:00,35
15944,Sweden,2015-12-23T00:00:00,36
15945,Norway,2015-12-23T00:00:00,37
15946,United Kingdom,2015-12-23T00:00:00,38
15947,,2015-12-23T00:00:00,39
15948,Poland,2015-12-23T00:00:00,40
15949,,2015-12-23T00:00:00,41
15950,Japan,2015-12-23T00:00:00,42
15951,,2015-12-23T00:00:00,43
15952,,2015-12-23T00:00:00,44
15953,,2015-12-23T00:00:00,45
15954,,2015-12-24T00:00:00,1
15955,,2015-12-24T00:00:00,2
15956,Australia,2015-12-24T00:00:00,3
15957,Austria,2015-12-24T00:00:00,4
15958,,2015-12-24T00:00:00,5
15959,Cyprus,2015-12-24T00:00:00,6
15960,,2015-12-24T00:00:00,7
15961,,2015-12-24T00:00:00,8
15962,,2015-12-24T00:00:00,9
15963,,2015-12-24T00:00:00,10
15964,,2015-12-24T00:00:00,11
15965,,2015-12-24T00:00:00,12
15966,Portugal,2015-12-24T00:00:00,13
15967,,2015-12-24T00:00:00,14
15968,,2015-12-24T00:00:00,15
15969,Denmark,2015-12-24T00:00:00,16
15970,Netherlands,2015-12-24T00:00:00,17
15971,,2015-12-24T00:00:00,18
15972,,2015-12-24T00:00:00,19
15973,,2015-12-24T00:00:00,20
15974,EIRE,2015-12-24T00:00:00,21
15975,,2015-12-24T00:00:00,22
15976,,2015-12-24T00:00:00,23
15977,,2015-12-24T00:00:00,24
15978,Spain,2015-12-24T00:00:00,25
15979,Italy,2015-12-24T00:00:00,26
15980,,2015-12-24T00:00:00,27
15981,,2015-12-24T00:00:00,28
15982,Finland,2015-12-24T00:00:00,29
15983,France,2015-12-24T00:00:00,30
15984,Switzerland,2015-12-24T00:00:00,31
15985,,2015-12-24T00:00:00,32
15986,United States,2015-12-24T00:00:00,33
15987,Germany,2015-12-24T00:00:00,34
15988,,2015-12-24T00:00:00,35
15989,Sweden,2015-12-24T00:00:00,36
15990,Norway,2015-12-24T00:00:00,37
15991,United Kingdom,2015-12-24T00:00:00,38
15992,,2015-12-24T00:00:00,39
15993,Poland,2015-12-24T00:00:00,40
15994,,2015-12-24T00:00:00,41
15995,Japan,2015-12-24T00:00:00,42
15996,,2015-12-24T00:00:00,43
15997,,2015-12-24T00:00:00,44
15998,,2015-12-24T00:00:00,45
15999,,2015-12-26T00:00:00,1
16000,,2015-12-26T00:00:00,2
16001,Australia,2015-12-26T00:00:00,3
16002,Austria,2015-12-26T00:00:00,4
16003,,2015-12-26T00:00:00,5
16004,Cyprus,2015-12-26T00:00:00,6
16005,,2015-12-26T00:00:00,7
16006,,2015-12-26T00:00:00,8
16007,,2015-12-26T00:00:00,9
16008,,2015-12-26T00:00:00,10
16009,,2015-12-26T00:00:00,11
16010,,2015-12-26T00:00:00,12
16011,Portugal,2015-12-26T00:00:00,13
16012,,2015-12-26T00:00:00,14
16013,,2015-12-26T00:00:00,15
16014,Denmark,2015-12-26T00:00:00,16
16015,Netherlands,2015-12-26T00:00:00,17
16016,,2015-12-26T00:00:00,18
16017,,2015-12-26T00:00:00,19
16018,,2015-12-26T00:00:00,20
16019,EIRE,2015-12-26T00:00:00,21
16020,,2015-12-26T00:00:00,22
16021,,2015-12-26T00:00:00,23
16022,,2015-12-26T00:00:00,24
16023,Spain,2015-12-26T00:00:00,25
16024,Italy,2015-12-26T00:00:00,26
16025,,2015-12-26T00:00:00,27
16026,,2015-12-26T00:00:00,28
16027,Finland,2015-12-26T00:00:00,29
16028,France,2015-12-26T00:00:00,30
16029,Switzerland,2015-12-26T00:00:00,31
16030,,2015-12-26T00:00:00,32
16031,United States,2015-12-26T00:00:00,33
16032,Germany,2015-12-26T00:00:00,34
16033,,2015-12-26T00:00:00,35
16034,Sweden,2015-12-26T00:00:00,36
16035,Norway,2015-12-26T00:00:00,37
16036,United Kingdom,2015-12-26T00:00:00,38
16037,,2015-12-26T00:00:00,39
16038,Poland,2015-12-26T00:00:00,40
16039,,2015-12-26T00:00:00,41
16040,Japan,2015-12-26T00:00:00,42
16041,,2015-12-26T00:00:00,43
16042,,2015-12-26T00:00:00,44
16043,,2015-12-26T00:00:00,45
16044,,2015-12-27T00:00:00,1
16045,,2015-12-27T00:00:00,2
16046,Australia,2015-12-27T00:00:00,3
16047,Austria,2015-12-27T00:00:00,4
16048,,2015-12-27T00:00:00,5
16049,Cyprus,2015-12-27T00:00:00,6
16050,,2015-12-27T00:00:00,7
16051,,2015-12-27T00:00:00,8
16052,,2015-12-27T00:00:00,9
16053,,2015-12-27T00:00:00,10
16054,,2015-12-27T00:00:00,11
16055,,2015-12-27T00:00:00,12
16056,Portugal,2015-12-27T00:00:00,13
16057,,2015-12-27T00:00:00,14
16058,,2015-12-27T00:00:00,15
16059,Denmark,2015-12-27T00:00:00,16
16060,Netherlands,2015-12-27T00:00:00,17
16061,,2015-12-27T00:00:00,18
16062,,2015-12-27T00:00:00,19
16063,,2015-12-27T00:00:00,20
16064,EIRE,2015-12-27T00:00:00,21
16065,,2015-12-27T00:00:00,22
16066,,2015-12-27T00:00:00,23
16067,,2015-12-27T00:00:00,24
16068,Spain,2015-12-27T00:00:00,25
16069,Italy,2015-12-27T00:00:00,26
16070,,2015-12-27T00:00:00,27
16071,,2015-12-27T00:00:00,28
16072,Finland,2015-12-27T00:00:00,29
16073,France,2015-12-27T00:00:00,30
16074,Switzerland,2015-12-27T00:00:00,31
16075,,2015-12-27T00:00:00,32
16076,United States,2015-12-27T00:00:00,33
16077,Germany,2015-12-27T00:00:00,34
16078,,2015-12-27T00:00:00,35
16079,Sweden,2015-12-27T00:00:00,36
16080,Norway,2015-12-27T00:00:00,37
16081,United Kingdom,2015-12-27T00:00:00,38
16082,,2015-12-27T00:00:00,39
16083,Poland,2015-12-27T00:00:00,40
16084,,2015-12-27T00:00:00,41
16085,Japan,2015-12-27T00:00:00,42
16086,,2015-12-27T00:00:00,43
16087,,2015-12-27T00:00:00,44
16088,,2015-12-27T00:00:00,45
16089,,2015-12-28T00:00:00,1
16090,,2015-12-28T00:00:00,2
16091,Australia,2015-12-28T00:00:00,3
16092,Austria,2015-12-28T00:00:00,4
16093,,2015-12-28T00:00:00,5
16094,Cyprus,2015-12-28T00:00:00,6
16095,,2015-12-28T00:00:00,7
16096,,2015-12-28T00:00:00,8
16097,,2015-12-28T00:00:00,9
16098,,2015-12-28T00:00:00,10
16099,,2015-12-28T00:00:00,11
16100,,2015-12-28T00:00:00,12
16101,Portugal,2015-12-28T00:00:00,13
16102,,2015-12-28T00:00:00,14
16103,,2015-12-28T00:00:00,15
16104,Denmark,2015-12-28T00:00:00,16
16105,Netherlands,2015-12-28T00:00:00,17
16106,,2015-12-28T00:00:00,18
16107,,2015-12-28T00:00:00,19
16108,,2015-12-28T00:00:00,20
16109,EIRE,2015-12-28T00:00:00,21
16110,,2015-12-28T00:00:00,22
16111,,2015-12-28T00:00:00,23
16112,,2015-12-28T00:00:00,24
16113,Spain,2015-12-28T00:00:00,25
16114,Italy,2015-12-28T00:00:00,26
16115,,2015-12-28T00:00:00,27
16116,,2015-12-28T00:00:00,28
16117,Finland,2015-12-28T00:00:00,29
16118,France,2015-12-28T00:00:00,30
16119,Switzerland,2015-12-28T00:00:00,31
16120,,2015-12-28T00:00:00,32
16121,United States,2015-12-28T00:00:00,33
16122,Germany,2015-12-28T00:00:00,34
16123,,2015-12-28T00:00:00,35
16124,Sweden,2015-12-28T00:00:00,36
16125,Norway,2015-12-28T00:00:00,37
16126,United Kingdom,2015-12-28T00:00:00,38
16127,,2015-12-28T00:00:00,39
16128,Poland,2015-12-28T00:00:00,40
16129,,2015-12-28T00:00:00,41
16130,Japan,2015-12-28T00:00:00,42
16131,,2015-12-28T00:00:00,43
16132,,2015-12-28T00:00:00,44
16133,,2015-12-28T00:00:00,45
16134,,2015-12-29T00:00:00,1
16135,,2015-12-29T00:00:00,2
16136,Australia,2015-12-29T00:00:00,3
16137,Austria,2015-12-29T00:00:00,4
16138,,2015-12-29T00:00:00,5
16139,Cyprus,2015-12-29T00:00:00,6
16140,,2015-12-29T00:00:00,7
16141,,2015-12-29T00:00:00,8
16142,,2015-12-29T00:00:00,9
16143,,2015-12-29T00:00:00,10
16144,,2015-12-29T00:00:00,11
16145,,2015-12-29T00:00:00,12
16146,Portugal,2015-12-29T00:00:00,13
16147,,2015-12-29T00:00:00,14
16148,,2015-12-29T00:00:00,15
16149,Denmark,2015-12-29T00:00:00,16
16150,Netherlands,2015-12-29T00:00:00,17
16151,,2015-12-29T00:00:00,18
16152,,2015-12-29T00:00:00,19
16153,,2015-12-29T00:00:00,20
16154,EIRE,2015-12-29T00:00:00,21
16155,,2015-12-29T00:00:00,22
16156,,2015-12-29T00:00:00,23
16157,,2015-12-29T00:00:00,24
16158,Spain,2015-12-29T00:00:00,25
16159,Italy,2015-12-29T00:00:00,26
16160,,2015-12-29T00:00:00,27
16161,,2015-12-29T00:00:00,28
16162,Finland,2015-12-29T00:00:00,29
16163,France,2015-12-29T00:00:00,30
16164,Switzerland,2015-12-29T00:00:00,31
16165,,2015-12-29T00:00:00,32
16166,United States,2015-12-29T00:00:00,33
16167,Germany,2015-12-29T00:00:00,34
16168,,2015-12-29T00:00:00,35
16169,Sweden,2015-12-29T00:00:00,36
16170,Norway,2015-12-29T00:00:00,37
16171,United Kingdom,2015-12-29T00:00:00,38
16172,,2015-12-29T00:00:00,39
16173,Poland,2015-12-29T00:00:00,40
16174,,2015-12-29T00:00:00,41
16175,Japan,2015-12-29T00:00:00,42
16176,,2015-12-29T00:00:00,43
16177,,2015-12-29T00:00:00,44
16178,,2015-12-29T00:00:00,45
16179,,2015-12-30T00:00:00,1
16180,,2015-12-30T00:00:00,2
16181,Australia,2015-12-30T00:00:00,3
16182,Austria,2015-12-30T00:00:00,4
16183,,2015-12-30T00:00:00,5
16184,Cyprus,2015-12-30T00:00:00,6
16185,,2015-12-30T00:00:00,7
16186,,2015-12-30T00:00:00,8
16187,,2015-12-30T00:00:00,9
16188,,2015-12-30T00:00:00,10
16189,,2015-12-30T00:00:00,11
16190,,2015-12-30T00:00:00,12
16191,Portugal,2015-12-30T00:00:00,13
16192,,2015-12-30T00:00:00,14
16193,,2015-12-30T00:00:00,15
16194,Denmark,2015-12-30T00:00:00,16
16195,Netherlands,2015-12-30T00:00:00,17
16196,,2015-12-30T00:00:00,18
16197,,2015-12-30T00:00:00,19
16198,,2015-12-30T00:00:00,20
16199,EIRE,2015-12-30T00:00:00,21
16200,,2015-12-30T00:00:00,22
16201,,2015-12-30T00:00:00,23
16202,,2015-12-30T00:00:00,24
16203,Spain,2015-12-30T00:00:00,25
16204,Italy,2015-12-30T00:00:00,26
16205,,2015-12-30T00:00:00,27
16206,,2015-12-30T00:00:00,28
16207,Finland,2015-12-30T00:00:00,29
16208,France,2015-12-30T00:00:00,30
16209,Switzerland,2015-12-30T00:00:00,31
16210,,2015-12-30T00:00:00,32
16211,United States,2015-12-30T00:00:00,33
16212,Germany,2015-12-30T00:00:00,34
16213,,2015-12-30T00:00:00,35
16214,Sweden,2015-12-30T00:00:00,36
16215,Norway,2015-12-30T00:00:00,37
16216,United Kingdom,2015-12-30T00:00:00,38
16217,,2015-12-30T00:00:00,39
16218,Poland,2015-12-30T00:00:00,40
16219,,2015-12-30T00:00:00,41
16220,Japan,2015-12-30T00:00:00,42
16221,,2015-12-30T00:00:00,43
16222,,2015-12-30T00:00:00,44
16223,,2015-12-30T00:00:00,45
16224,,2015-12-31T00:00:00,1
16225,,2015-12-31T00:00:00,2
16226,Australia,2015-12-31T00:00:00,3
16227,Austria,2015-12-31T00:00:00,4
16228,,2015-12-31T00:00:00,5
16229,Cyprus,2015-12-31T00:00:00,6
16230,,2015-12-31T00:00:00,7
16231,,2015-12-31T00:00:00,8
16232,,2015-12-31T00:00:00,9
16233,,2015-12-31T00:00:00,10
16234,,2015-12-31T00:00:00,11
16235,,2015-12-31T00:00:00,12
16236,Portugal,2015-12-31T00:00:00,13
16237,,2015-12-31T00:00:00,14
16238,,2015-12-31T00:00:00,15
16239,Denmark,2015-12-31T00:00:00,16
16240,Netherlands,2015-12-31T00:00:00,17
16241,,2015-12-31T00:00:00,18
16242,,2015-12-31T00:00:00,19
16243,,2015-12-31T00:00:00,20
16244,EIRE,2015-12-31T00:00:00,21
16245,,2015-12-31T00:00:00,22
16246,,2015-12-31T00:00:00,23
16247,,2015-12-31T00:00:00,24
16248,Spain,2015-12-31T00:00:00,25
16249,Italy,2015-12-31T00:00:00,26
16250,,2015-12-31T00:00:00,27
16251,,2015-12-31T00:00:00,28
16252,Finland,2015-12-31T00:00:00,29
16253,France,2015-12-31T00:00:00,30
16254,Switzerland,2015-12-31T00:00:00,31
16255,,2015-12-31T00:00:00,32
16256,United States,2015-12-31T00:00:00,33
16257,Germany,2015-12-31T00:00:00,34
16258,,2015-12-31T00:00:00,35
16259,Sweden,2015-12-31T00:00:00,36
16260,Norway,2015-12-31T00:00:00,37
16261,United Kingdom,2015-12-31T00:00:00,38
16262,,2015-12-31T00:00:00,39
16263,Poland,2015-12-31T00:00:00,40
16264,,2015-12-31T00:00:00,41
16265,Japan,2015-12-31T00:00:00,42
16266,,2015-12-31T00:00:00,43
16267,,2015-12-31T00:00:00,44
16268,,2015-12-31T00:00:00,45
16269,,2016-01-01T00:00:00,1
16270,,2016-01-01T00:00:00,2
16271,Australia,2016-01-01T00:00:00,3
16272,Austria,2016-01-01T00:00:00,4
16273,,2016-01-01T00:00:00,5
16274,Cyprus,2016-01-01T00:00:00,6
16275,,2016-01-01T00:00:00,7
16276,,2016-01-01T00:00:00,8
16277,,2016-01-01T00:00:00,9
16278,,2016-01-01T00:00:00,10
16279,,2016-01-01T00:00:00,11
16280,,2016-01-01T00:00:00,12
16281,Portugal,2016-01-01T00:00:00,13
16282,,2016-01-01T00:00:00,14
16283,,2016-01-01T00:00:00,15
16284,Denmark,2016-01-01T00:00:00,16
16285,Netherlands,2016-01-01T00:00:00,17
16286,,2016-01-01T00:00:00,18
16287,,2016-01-01T00:00:00,19
16288,,2016-01-01T00:00:00,20
16289,EIRE,2016-01-01T00:00:00,21
16290,,2016-01-01T00:00:00,22
16291,,2016-01-01T00:00:00,23
16292,,2016-01-01T00:00:00,24
16293,Spain,2016-01-01T00:00:00,25
16294,Italy,2016-01-01T00:00:00,26
16295,,2016-01-01T00:00:00,27
16296,,2016-01-01T00:00:00,28
16297,Finland,2016-01-01T00:00:00,29
16298,France,2016-01-01T00:00:00,30
16299,Switzerland,2016-01-01T00:00:00,31
16300,,2016-01-01T00:00:00,32
16301,United States,2016-01-01T00:00:00,33
16302,Germany,2016-01-01T00:00:00,34
16303,,2016-01-01T00:00:00,35
16304,Sweden,2016-01-01T00:00:00,36
16305,Norway,2016-01-01T00:00:00,37
16306,United Kingdom,2016-01-01T00:00:00,38
16307,,2016-01-01T00:00:00,39
16308,Poland,2016-01-01T00:00:00,40
16309,,2016-01-01T00:00:00,41
16310,Japan,2016-01-01T00:00:00,42
16311,,2016-01-01T00:00:00,43
16312,,2016-01-01T00:00:00,44
16313,,2016-01-01T00:00:00,45
16314,,2016-01-02T00:00:00,1
16315,,2016-01-02T00:00:00,2
16316,Australia,2016-01-02T00:00:00,3
16317,Austria,2016-01-02T00:00:00,4
16318,,2016-01-02T00:00:00,5
16319,Cyprus,2016-01-02T00:00:00,6
16320,,2016-01-02T00:00:00,7
16321,,2016-01-02T00:00:00,8
16322,,2016-01-02T00:00:00,9
16323,,2016-01-02T00:00:00,10
16324,,2016-01-02T00:00:00,11
16325,,2016-01-02T00:00:00,12
16326,Portugal,2016-01-02T00:00:00,13
16327,,2016-01-02T00:00:00,14
16328,,2016-01-02T00:00:00,15
16329,Denmark,2016-01-02T00:00:00,16
16330,Netherlands,2016-01-02T00:00:00,17
16331,,2016-01-02T00:00:00,18
16332,,2016-01-02T00:00:00,19
16333,,2016-01-02T00:00:00,20
16334,EIRE,2016-01-02T00:00:00,21
16335,,2016-01-02T00:00:00,22
16336,,2016-01-02T00:00:00,23
16337,,2016-01-02T00:00:00,24
16338,Spain,2016-01-02T00:00:00,25
16339,Italy,2016-01-02T00:00:00,26
16340,,2016-01-02T00:00:00,27
16341,,2016-01-02T00:00:00,28
16342,Finland,2016-01-02T00:00:00,29
16343,France,2016-01-02T00:00:00,30
16344,Switzerland,2016-01-02T00:00:00,31
16345,,2016-01-02T00:00:00,32
16346,United States,2016-01-02T00:00:00,33
16347,Germany,2016-01-02T00:00:00,34
16348,,2016-01-02T00:00:00,35
16349,Sweden,2016-01-02T00:00:00,36
16350,Norway,2016-01-02T00:00:00,37
16351,United Kingdom,2016-01-02T00:00:00,38
16352,,2016-01-02T00:00:00,39
16353,Poland,2016-01-02T00:00:00,40
16354,,2016-01-02T00:00:00,41
16355,Japan,2016-01-02T00:00:00,42
16356,,2016-01-02T00:00:00,43
16357,,2016-01-02T00:00:00,44
16358,,2016-01-02T00:00:00,45
16359,,2016-01-03T00:00:00,1
16360,,2016-01-03T00:00:00,2
16361,Australia,2016-01-03T00:00:00,3
16362,Austria,2016-01-03T00:00:00,4
16363,,2016-01-03T00:00:00,5
16364,Cyprus,2016-01-03T00:00:00,6
16365,,2016-01-03T00:00:00,7
16366,,2016-01-03T00:00:00,8
